#
Voornaam
Achternaam
Team
Prijs
Etappe
Roze
Paars
Blauw
Totaal
RoR
Stop
# actief
# reserve
119	Enzo	Paleni	Groupama – FDJ	2.7M	0	0	0	3	3	1.1		0	0
120	Emils	Liepins	Q36.5 Pro Cycling Team	2.5M	3	0	0	0	3	1.2		1	0
121	Jonathan	Lastra	Cofidis	2.5M	2	0	0	0	2	0.8		0	0
122	Taco	Van der Hoorn	Intermarché – Wanty	3M	0	0	0	2	2	0.7		3	0
123	Nairo	Quintana	Movistar Team	4.6M	2	0	0	0	2	0.4		0	1
124	Quinten	Hermans	Alpecin – Deceuninck	3.4M	1	0	0	0	1	0.3		3	0
125	Gianni	Moscon	Red Bull – BORA – hansgrohe	2.5M	1	0	0	0	1	0.4		0	1
126	Luca	Covili	VF Group – Bardiani CSF – Faizanè	2.5M	1	0	0	0	1	0.4		6	0
127	Juri	Hollmann	Alpecin – Deceuninck	2.5M	0	0	0	0	0	0.0	6	0	1
128	Jimmy	Janssens	Alpecin – Deceuninck	2.5M	0	0	0	0	0	0.0		0	0
129	Timo	Kielich	Alpecin – Deceuninck	2.8M	0	0	0	0	0	0.0		0	0
130	Giosue	Epis	Arkéa – B&B Hotels	2.5M	0	0	0	0	0	0.0		0	0
131	Simon	Guglielmi	Arkéa – B&B Hotels	2.6M	0	0	0	0	0	0.0		0	0
132	Laurens	Huys	Arkéa – B&B Hotels	2.5M	0	0	0	0	0	0.0		0	0
133	Michel	Ries	Arkéa – B&B Hotels	2.5M	0	0	0	0	0	0.0	6	0	0
134	Fran	Miholljevic	Bahrain – Victorious	2.5M	0	0	0	0	0	0.0		0	0
135	Andrea	Pasqualon	Bahrain – Victorious	3M	0	0	0	0	0	0.0		0	0
136	Jan	Maas	Cofidis	2.5M	0	0	0	0	0	0.0		0	3
137	Anthony	Perez	Cofidis	2.6M	0	0	0	0	0	0.0		1	0
138	Sergio	Samitier	Cofidis	2.5M	0	0	0	0	0	0.0		0	0
139	Nicolas	Debeaumarche	Cofidis	2.5M	0	0	0	0	0	0.0		0	0
140	Geoffrey	Bouchard	Decathlon AG2R La Mondiale Team	3.1M	0	0	0	0	0	0.0	0	1	0
141	Stan	Dewulf	Decathlon AG2R La Mondiale Team	2.5M	0	0	0	0	0	0.0		0	0
142	Jefferson Alexander	Cepeda	EF Education – EasyPost	4.2M	0	0	0	0	0	0.0		0	1
143	Owain	Doull	EF Education – EasyPost	2.9M	0	0	0	0	0	0.0		0	0
144	James	Shaw	EF Education – EasyPost	2.5M	0	0	0	0	0	0.0		0	0
145	Michael	Valgren	EF Education – EasyPost	2.9M	0	0	0	0	0	0.0	0	0	0
146	Sven Erik	Bystrom	Groupama – FDJ	2.5M	0	0	0	0	0	0.0		1	0
147	Jonathan	Castroviejo	INEOS Grenadiers	2.7M	0	0	0	0	0	0.0		1	0
148	Lucas	Hamilton	INEOS Grenadiers	2.5M	0	0	0	0	0	0.0		1	1
149	Kevin	Colleoni	Intermarché – Wanty	2.5M	0	0	0	0	0	0.0		1	0
150	Simone	Petilli	Intermarché – Wanty	2.8M	0	0	0	0	0	0.0		0	0
151	Dion	Smith	Intermarché – Wanty	2.5M	0	0	0	0	0	0.0	6	2	1
152	Gijs	Van Hoecke	Intermarché – Wanty	2.5M	0	0	0	0	0	0.0		2	0
153	Simon	Clarke	Israel – Premier Rech	2.7M	0	0	0	0	0	0.0		0	0
154	Jakob	Fuglsang	Israel – Premier Rech	2.8M	0	0	0	0	0	0.0		0	1
155	Jan	Hirt	Israel – Premier Rech	4.8M	0	0	0	0	0	0.0	6	2	1
156	Hugo	Houle	Israel – Premier Rech	3M	0	0	0	0	0	0.0		0	0
157	Nick	Schultz	Israel – Premier Rech	2.5M	0	0	0	0	0	0.0		0	2
158	Soren	Kragh Andersen	Lidl – Trek	2.7M	0	0	0	0	0	0.0	4	1	0
159	Patrick	Konrad	Lidl – Trek	2.6M	0	0	0	0	0	0.0		0	0
160	Jacopo	Mosca	Lidl – Trek	2.8M	0	0	0	0	0	0.0		0	0
161	Jon	Barrenetxea	Movistar Team	2.5M	0	0	0	0	0	0.0		11	1
162	Davide	Formolo	Movistar Team	2.9M	0	0	0	0	0	0.0		0	1
163	Albert	Torres	Movistar Team	2.5M	0	0	0	0	0	0.0		0	0
164	Milan	Vader	Q36.5 Pro Cycling Team	2.9M	0	0	0	0	0	0.0		0	0
165	Mark	Donovan	Q36.5 Pro Cycling Team	2.6M	0	0	0	0	0	0.0		1	0
166	Damien	Howson	Q36.5 Pro Cycling Team	2.5M	0	0	0	0	0	0.0		0	0
167	Nickolas	Zukowsky	Q36.5 Pro Cycling Team	2.5M	0	0	0	0	0	0.0	4	0	0
168	Giovanni	Aleotti	Red Bull – BORA – hansgrohe	2.5M	0	0	0	0	0	0.0		1	0
169	Mikel	Landa	Soudal Quick-Step	10.5M	0	0	0	0	0	0.0	1	11	0
170	Koen	Bouwman	Team Jayco AlUla	3.8M	0	0	0	0	0	0.0	8	3	0
171	Chris	Hamilton	Team Picnic PostNL	2.5M	0	0	0	0	0	0.0		0	1
172	Bram	Welten	Team Picnic PostNL	2.5M	0	0	0	0	0	0.0	7	1	0
173	Davide	Bais	Team Polti VisitMalta	2.5M	0	0	0	0	0	0.0		2	2
174	Mattia	Bais	Team Polti VisitMalta	2.5M	0	0	0	0	0	0.0		3	2
175	Francisco	Munoz	Team Polti VisitMalta	2.5M	0	0	0	0	0	0.0		0	0
176	Andrea	Pietrobon	Team Polti VisitMalta	2.6M	0	0	0	0	0	0.0		1	0
177	Steven	Kruijswijk	Team Visma | Lease a Bike	3M	0	0	0	0	0	0.0		0	0
178	Bart	Lemmen	Team Visma | Lease a Bike	3.1M	0	0	0	0	0	0.0		0	0
179	Alexander	Krieger	Tudor Pro Cycling Team	2.5M	0	0	0	0	0	0.0		1	0
180	Alessandro	Pinarello	VF Group – Bardiani CSF – Faizanè	2.5M	0	0	0	0	0	0.0	5	0	1
181	Anton	Kuzmin	XDS Astana Team	2.5M	0	0	0	0	0	0.0		0	0
182	Fausto	Masnada	XDS Astana Team	2.9M	0	0	0	0	0	0.0		2	0
